loan_number,cust_number,loan_category,loan_condition,principal_amount,loan_rate,duration_months,installment_amount,commencement_date,initial_credit_score,collateral_value,purpose_of_loan
8626,8912402,Personal,Active,11596.29,0.105,24,537.79,2022-10-31,613,13915.55,Education
7459,8631264,Personal,Defaulted,11146.18,0.128,24,528.86,2022-05-23,768,13375.42,Business Expansion
6549,2150016,Auto,Active,15923.04,0.0451,36,473.73,2022-06-07,722,19107.65,Business Expansion
4934,8086614,Auto,Active,27449.28,0.0453,48,626.31,2023-02-07,740,32939.14,Business Expansion
3225,1812330,Auto,Defaulted,47364.71,0.057,48,1105.86,2020-12-04,753,56837.65,Debt Consolidation
7505,2227380,Mortgage,Paid,152022.5,0.034,360,674.19,2022-07-27,603,182427.0,Business Expansion
3603,6785543,Mortgage,Paid,614548.57,0.0591,180,5156.08,2022-04-10,739,737458.28,Business Expansion
4967,1608687,Mortgage,Paid,478924.93,0.032,180,3353.63,2021-06-24,842,574709.92,Education
5620,9453083,Auto,Defaulted,73539.9,0.0654,72,1237.6,2024-04-05,817,88247.88,Home Purchase
4863,4180077,Mortgage,Defaulted,840961.34,0.0543,360,4738.02,2021-04-22,644,1009153.61,Auto Purchase
5638,3701025,Personal,Defaulted,30117.0,0.0849,60,617.75,2022-07-23,799,36140.4,Business Expansion
3772,3769290,Personal,Paid,45025.39,0.0992,48,1140.23,2022-01-16,737,54030.47,Home Purchase
8002,4343197,Auto,Active,39380.97,0.0518,48,910.13,2020-08-04,706,47257.16,Business Expansion
1310,3603200,Personal,Defaulted,7952.41,0.0853,60,163.27,2021-08-08,811,9542.89,Home Purchase
9170,2886108,Auto,Active,41730.17,0.075,48,1008.99,2021-01-31,753,50076.2,Education
6017,4356745,Mortgage,Paid,851816.28,0.0376,360,3949.73,2023-10-06,819,1022179.54,Business Expansion
5654,7636992,Mortgage,Paid,384507.06,0.0409,360,1855.7,2021-05-10,836,461408.47,Home Purchase
6226,7558963,Personal,Active,29430.52,0.1266,24,1394.49,2020-03-28,840,35316.62,Business Expansion
1458,7021142,Mortgage,Paid,364433.54,0.0388,180,2673.81,2022-08-09,758,437320.25,Auto Purchase
7016,2847539,Auto,Defaulted,24942.05,0.0566,60,478.27,2022-11-08,832,29930.46,Auto Purchase
1624,7963802,Mortgage,Defaulted,646088.54,0.0555,360,3688.71,2020-09-07,671,775306.25,Education
5772,3645444,Auto,Paid,61271.35,0.0417,48,1388.12,2022-08-20,764,73525.62,Auto Purchase
6622,3327249,Auto,Defaulted,31867.14,0.0708,72,544.53,2022-12-24,757,38240.57,Business Expansion
3433,7939457,Personal,Paid,30330.49,0.131,12,2710.46,2022-07-18,677,36396.59,Home Purchase
6600,1833908,Auto,Active,41961.77,0.0689,48,1002.69,2024-05-22,819,50354.12,Auto Purchase
1802,4299716,Auto,Active,51725.53,0.0546,48,1202.01,2024-08-25,619,62070.64,Home Purchase
8212,6073798,Mortgage,Defaulted,357530.03,0.044,360,1790.37,2022-07-30,614,429036.04,Business Expansion
6041,7292476,Mortgage,Active,112339.36,0.0301,360,474.23,2020-01-23,674,134807.23,Home Purchase
8191,8649415,Personal,Active,31064.79,0.0835,60,635.1,2024-07-10,771,37277.75,Business Expansion
8283,4813284,Personal,Defaulted,5645.61,0.0873,24,257.22,2022-09-03,652,6774.73,Home Purchase
1801,9520299,Mortgage,Active,131992.41,0.06,360,791.36,2022-02-16,795,158390.89,Home Purchase
1733,5614226,Auto,Paid,35723.04,0.063,72,597.11,2022-03-14,611,42867.65,Business Expansion
5066,8534959,Mortgage,Paid,659019.07,0.0443,180,5017.91,2024-09-14,674,790822.88,Auto Purchase
9065,8760216,Personal,Paid,5936.72,0.1319,48,159.83,2024-04-06,638,7124.06,Business Expansion
5032,9669883,Mortgage,Paid,851610.0,0.0378,360,3958.45,2022-03-25,837,1021932.0,Auto Purchase
3700,9372926,Mortgage,Paid,519305.02,0.0314,180,3621.29,2024-06-05,837,623166.02,Education
1760,4669450,Personal,Paid,24814.11,0.1208,60,552.98,2020-03-06,619,29776.93,Education
2195,4695275,Mortgage,Active,507968.43,0.0336,360,2241.49,2020-10-26,799,609562.12,Education
6243,6246012,Mortgage,Active,666910.38,0.0565,180,5502.44,2023-05-12,845,800292.46,Education
3790,7160389,Mortgage,Defaulted,870961.66,0.0347,180,6213.53,2021-06-04,817,1045153.99,Debt Consolidation
5374,2085907,Mortgage,Paid,101826.45,0.0465,360,525.05,2024-06-25,850,122191.74,Debt Consolidation
1447,6187985,Personal,Active,15514.0,0.1401,48,424.02,2024-11-15,643,18616.8,Business Expansion
9200,1180603,Mortgage,Active,947916.58,0.0346,360,4235.43,2023-12-01,704,1137499.9,Home Purchase
5203,4608636,Personal,Paid,39843.44,0.0993,36,1284.33,2022-08-03,657,47812.13,Business Expansion
1262,3197727,Auto,Paid,69290.62,0.0418,48,1570.1,2022-08-15,837,83148.74,Auto Purchase
8005,7411851,Mortgage,Paid,356232.03,0.0315,360,1530.86,2022-07-29,741,427478.44,Education
1684,8160885,Personal,Defaulted,40199.7,0.122,60,898.29,2020-03-20,701,48239.64,Education
8084,1232776,Mortgage,Active,901859.99,0.0485,360,4759.04,2024-10-31,652,1082231.99,Business Expansion
7759,4037459,Auto,Paid,23731.84,0.0596,48,556.91,2020-07-02,836,28478.21,Education
9862,3989732,Auto,Active,51702.72,0.0705,36,1597.61,2020-09-02,685,62043.26,Debt Consolidation
5869,5302460,Auto,Defaulted,43828.27,0.0416,36,1297.11,2023-07-10,652,52593.92,Home Purchase
4556,2483140,Personal,Active,46390.41,0.1195,12,4120.65,2020-01-22,811,55668.49,Auto Purchase
4654,8889254,Auto,Defaulted,17080.61,0.0517,36,513.23,2022-07-27,771,20496.73,Education
5752,1948359,Mortgage,Active,335439.65,0.0425,360,1650.16,2024-10-05,641,402527.58,Home Purchase
6571,1162230,Mortgage,Active,266880.76,0.0327,180,1877.88,2024-01-11,650,320256.91,Auto Purchase
9955,1532363,Auto,Paid,31198.27,0.0674,60,613.94,2022-06-23,721,37437.92,Auto Purchase
6798,5124913,Auto,Defaulted,49947.15,0.0799,72,875.49,2024-08-07,644,59936.58,Home Purchase
2707,7672627,Personal,Paid,13232.71,0.1418,24,636.47,2023-05-12,805,15879.25,Debt Consolidation
3559,1588440,Auto,Active,73866.56,0.0548,48,1717.2,2021-03-13,783,88639.87,Business Expansion
1599,2339492,Personal,Defaulted,41145.61,0.1062,48,1055.85,2021-09-17,742,49374.73,Education
7413,9803873,Mortgage,Paid,577919.03,0.06,360,3464.92,2024-10-06,771,693502.84,Education
2504,9546975,Auto,Paid,44693.07,0.0541,72,728.31,2022-08-18,720,53631.68,Auto Purchase
4779,9469851,Mortgage,Paid,602996.36,0.0572,360,3507.44,2022-07-29,776,723595.63,Debt Consolidation
5760,7327015,Personal,Paid,34905.14,0.1189,48,917.3,2020-01-23,625,41886.17,Education
5552,1907626,Personal,Defaulted,49086.99,0.0864,60,1010.41,2020-01-31,750,58904.39,Home Purchase
1326,9061567,Auto,Active,34496.25,0.055,60,658.92,2021-09-23,657,41395.5,Debt Consolidation
2173,3898244,Personal,Active,32132.18,0.0823,48,787.91,2023-09-10,646,38558.62,Auto Purchase
9349,2894525,Auto,Active,52444.21,0.0609,72,871.38,2024-04-01,623,62933.05,Auto Purchase
4825,4977287,Personal,Active,39621.99,0.0886,48,983.36,2024-07-23,795,47546.39,Auto Purchase
9533,4128262,Auto,Defaulted,36612.14,0.0575,60,703.57,2019-12-06,618,43934.57,Auto Purchase
8343,3199764,Mortgage,Paid,394536.4,0.04,360,1883.58,2024-01-01,769,473443.68,Education
7064,1663326,Personal,Paid,20394.85,0.1158,36,673.32,2020-10-08,760,24473.82,Debt Consolidation
4430,6644909,Personal,Active,4480.63,0.1313,48,120.49,2022-07-12,625,5376.76,Home Purchase
5051,6764913,Auto,Paid,67458.85,0.0424,72,1062.8,2023-07-12,730,80950.62,Debt Consolidation
7332,2565796,Mortgage,Active,245090.77,0.0528,360,1357.96,2023-12-02,773,294108.92,Auto Purchase
7755,4452965,Personal,Paid,43733.96,0.1299,36,1473.36,2022-11-24,614,52480.75,Home Purchase
9913,4822476,Personal,Paid,24803.48,0.0837,12,2161.86,2022-01-01,846,29764.18,Business Expansion
1146,8900244,Personal,Active,21520.62,0.1086,48,554.75,2021-10-21,637,25824.74,Business Expansion
8710,2295947,Personal,Paid,47322.36,0.1341,48,1279.19,2022-08-21,725,56786.83,Debt Consolidation
8042,6728957,Auto,Defaulted,55251.92,0.0418,72,868.97,2022-03-29,825,66302.3,Business Expansion
5548,6390302,Auto,Paid,39572.49,0.0685,60,780.79,2023-08-29,823,47486.99,Home Purchase
6378,9685967,Personal,Active,44558.43,0.0978,36,1433.18,2022-09-17,753,53470.12,Business Expansion
6383,7278905,Mortgage,Paid,656750.24,0.043,360,3250.07,2023-11-27,606,788100.29,Debt Consolidation
8273,8246251,Personal,Active,4768.81,0.1253,24,225.67,2024-05-18,712,5722.57,Debt Consolidation
4085,4838243,Auto,Defaulted,56893.59,0.0457,72,904.96,2024-05-28,648,68272.31,Education
3851,2337807,Auto,Paid,45768.4,0.075,60,917.1,2020-09-24,781,54922.08,Business Expansion
5106,2064762,Auto,Defaulted,54015.23,0.0506,48,1245.4,2021-06-07,642,64818.28,Education
8929,7448553,Mortgage,Active,915704.63,0.0596,360,5466.59,2022-04-27,771,1098845.56,Education
4422,9711378,Auto,Paid,20225.1,0.0401,60,372.57,2020-05-28,757,24270.12,Business Expansion
2000,2708978,Mortgage,Paid,426898.56,0.0438,180,3239.63,2023-01-05,836,512278.27,Home Purchase
5216,8317201,Auto,Paid,60220.05,0.0622,48,1420.35,2023-04-16,799,72264.06,Business Expansion
1668,4378202,Mortgage,Defaulted,780605.81,0.0347,180,5568.92,2021-02-16,693,936726.97,Debt Consolidation
1073,2882445,Auto,Active,52493.08,0.0458,36,1563.39,2024-01-07,765,62991.7,Home Purchase
9119,6485801,Personal,Active,41635.98,0.0855,60,855.23,2024-09-20,702,49963.18,Education
6845,3709019,Personal,Defaulted,44905.28,0.0965,60,946.39,2021-05-02,601,53886.34,Debt Consolidation
3953,8493458,Auto,Active,27904.92,0.0748,72,482.21,2021-07-05,616,33485.9,Home Purchase
1992,9754653,Personal,Active,18145.75,0.137,36,617.54,2022-06-20,826,21774.9,Home Purchase
8729,9964544,Mortgage,Paid,686768.64,0.0382,180,5018.22,2023-11-18,738,824122.37,Home Purchase
3786,1184163,Personal,Paid,36140.75,0.113,12,3199.24,2021-09-06,739,43368.9,Auto Purchase
1193,3923131,Auto,Paid,54282.33,0.0473,60,1017.67,2022-06-26,815,65138.8,Debt Consolidation
1987,8367017,Mortgage,Paid,529606.78,0.0586,180,4429.16,2022-05-16,754,635528.14,Business Expansion
5842,4475290,Mortgage,Active,473796.04,0.0394,180,3490.38,2024-04-21,672,568555.25,Debt Consolidation
5553,1571213,Mortgage,Active,283090.36,0.0597,360,1691.81,2024-09-09,762,339708.43,Auto Purchase
2345,9857069,Personal,Active,39164.83,0.0985,60,829.25,2021-11-02,734,46997.8,Education
2149,4871481,Personal,Active,46642.78,0.0906,12,4080.28,2022-02-23,795,55971.34,Debt Consolidation
8087,3622515,Personal,Paid,6417.97,0.1173,24,301.31,2023-10-06,769,7701.56,Business Expansion
7970,7411851,Mortgage,Defaulted,299399.2,0.0573,180,2483.04,2024-11-01,717,359279.04,Business Expansion
1787,8306061,Auto,Active,53784.32,0.0591,60,1037.55,2021-05-12,634,64541.18,Debt Consolidation
1567,6179203,Auto,Active,33828.08,0.0758,60,679.13,2021-01-08,676,40593.7,Education
4484,4181688,Personal,Active,12459.91,0.13,24,592.37,2022-03-15,777,14951.89,Business Expansion
3911,9898935,Mortgage,Paid,645553.46,0.0584,180,5391.9,2021-09-23,666,774664.15,Business Expansion
2874,9103673,Mortgage,Defaulted,650078.85,0.051,180,5174.71,2024-04-18,670,780094.62,Home Purchase
5629,3908529,Mortgage,Active,283001.12,0.037,180,2051.03,2023-05-23,834,339601.34,Home Purchase
7428,6565947,Personal,Active,5188.65,0.0807,24,234.83,2024-03-31,783,6226.38,Home Purchase
2869,3643272,Personal,Defaulted,12679.25,0.1068,36,413.18,2023-08-11,659,15215.1,Home Purchase
7513,7060108,Mortgage,Defaulted,753725.94,0.0517,180,6027.38,2022-06-09,796,904471.13,Auto Purchase
8311,7854859,Auto,Active,50526.87,0.0555,72,826.69,2022-01-12,845,60632.24,Debt Consolidation
8189,3643272,Mortgage,Active,428971.58,0.0518,360,2350.23,2022-01-17,653,514765.9,Debt Consolidation
7028,8672277,Personal,Paid,13063.07,0.1298,12,1166.64,2023-09-26,841,15675.68,Business Expansion
2927,7643674,Personal,Defaulted,7738.03,0.1335,36,262.03,2024-03-04,814,9285.64,Business Expansion
3281,3190505,Personal,Active,22185.67,0.1385,24,1063.63,2021-03-31,785,26622.8,Auto Purchase
5461,8343629,Mortgage,Defaulted,689286.37,0.0376,180,5016.07,2021-10-14,660,827143.64,Debt Consolidation
5126,5092294,Auto,Defaulted,29328.19,0.0778,36,916.07,2022-12-31,697,35193.83,Auto Purchase
1375,9842520,Auto,Paid,20745.59,0.0696,48,496.39,2021-04-14,738,24894.71,Business Expansion
6633,6566518,Mortgage,Paid,735628.26,0.0469,360,3810.83,2023-04-17,638,882753.91,Education
9499,5342695,Mortgage,Paid,260579.0,0.0469,360,1349.9,2021-11-03,838,312694.8,Home Purchase
3092,9085768,Mortgage,Defaulted,788657.98,0.0385,360,3697.29,2024-01-23,805,946389.58,Home Purchase
8593,2642635,Mortgage,Defaulted,468764.16,0.0321,360,2029.81,2020-01-22,784,562516.99,Auto Purchase
5386,8465986,Mortgage,Defaulted,283033.59,0.032,180,1981.92,2020-01-29,672,339640.31,Education
8890,1827302,Personal,Active,16507.97,0.1472,36,569.99,2024-11-10,600,19809.56,Home Purchase
2862,9453495,Auto,Active,64666.84,0.0768,48,1569.01,2023-02-09,658,77600.21,Education
9988,6706696,Personal,Defaulted,19870.42,0.1069,36,647.62,2024-04-01,631,23844.5,Debt Consolidation
1034,8594911,Auto,Paid,17887.36,0.0624,72,298.48,2024-08-23,758,21464.83,Business Expansion
1181,5956036,Auto,Defaulted,41888.04,0.0678,60,825.09,2022-06-14,823,50265.65,Auto Purchase
9312,3620009,Personal,Active,1144.71,0.1067,48,29.4,2020-12-18,656,1373.65,Home Purchase
9123,4011430,Personal,Defaulted,47898.82,0.0968,60,1010.18,2023-08-21,810,57478.58,Home Purchase
2049,9579547,Personal,Defaulted,34681.38,0.1128,24,1620.94,2024-10-31,630,41617.66,Education
2667,2326357,Mortgage,Defaulted,281747.23,0.0415,180,2105.29,2021-12-22,749,338096.68,Debt Consolidation
5123,6459913,Personal,Active,23113.85,0.1471,48,639.88,2024-04-30,787,27736.62,Home Purchase
4778,7038328,Auto,Active,44202.27,0.0664,48,1051.11,2022-07-29,660,53042.72,Debt Consolidation
4775,7045269,Personal,Paid,19974.23,0.1177,60,442.0,2021-02-26,630,23969.08,Auto Purchase
3319,7954972,Personal,Active,8924.69,0.1432,24,429.85,2021-06-12,601,10709.63,Home Purchase
7028,3712695,Auto,Defaulted,53497.26,0.0499,72,861.32,2024-04-28,837,64196.71,Education
5740,1048293,Mortgage,Paid,104842.67,0.0315,360,450.55,2020-12-20,816,125811.2,Home Purchase
1079,5698305,Mortgage,Paid,571588.8,0.0524,360,3152.8,2020-02-27,836,685906.56,Business Expansion
3160,4930456,Personal,Defaulted,18420.21,0.0803,48,449.95,2020-03-01,843,22104.25,Education
1588,3490216,Auto,Defaulted,26144.78,0.0743,72,451.16,2020-05-12,661,31373.74,Business Expansion
3503,1040034,Personal,Defaulted,48161.32,0.1425,24,2318.06,2023-04-13,797,57793.58,Auto Purchase
2295,2132090,Personal,Defaulted,3346.72,0.1186,36,110.94,2021-12-21,685,4016.06,Education
3234,1955764,Mortgage,Active,592802.14,0.0314,180,4133.82,2023-12-15,742,711362.57,Business Expansion
8805,6241750,Mortgage,Defaulted,276656.37,0.0522,360,1522.57,2024-03-30,814,331987.64,Business Expansion
9207,7869609,Personal,Active,35405.04,0.1117,60,772.8,2023-06-27,717,42486.05,Debt Consolidation
7327,6310208,Personal,Paid,10815.79,0.1159,24,507.07,2023-05-20,820,12978.95,Business Expansion
6564,9575135,Mortgage,Paid,224896.33,0.0549,360,1275.53,2023-06-19,727,269875.6,Education
1594,1603697,Personal,Defaulted,16614.79,0.0857,48,410.08,2020-05-03,756,19937.75,Debt Consolidation
9935,8566133,Auto,Defaulted,67087.96,0.0448,72,1064.34,2023-08-02,647,80505.55,Home Purchase
4382,7301305,Personal,Defaulted,29649.63,0.1159,36,979.0,2023-03-27,755,35579.56,Business Expansion
2359,7823395,Personal,Paid,8334.01,0.113,24,389.59,2023-09-14,805,10000.81,Education
9607,6762666,Auto,Defaulted,56278.9,0.0441,60,1046.91,2021-05-27,755,67534.68,Auto Purchase
1498,3310495,Mortgage,Paid,381412.23,0.0355,180,2736.02,2019-12-25,798,457694.68,Auto Purchase
7295,1451391,Auto,Paid,56862.85,0.0468,72,907.36,2023-05-18,823,68235.42,Education
1832,7863083,Mortgage,Active,744965.46,0.0354,360,3361.88,2024-06-06,842,893958.55,Home Purchase
7042,6660342,Personal,Paid,25398.85,0.0848,60,520.85,2021-08-16,784,30478.62,Business Expansion
6722,1080724,Auto,Defaulted,36398.22,0.0479,72,582.65,2023-07-17,726,43677.86,Debt Consolidation
4225,1218011,Auto,Paid,66111.62,0.0543,48,1535.42,2021-05-16,794,79333.94,Debt Consolidation
6977,1598169,Auto,Defaulted,32052.44,0.0507,72,517.24,2023-08-07,758,38462.93,Business Expansion
9582,1680217,Auto,Paid,30686.73,0.0558,48,714.78,2024-05-05,654,36824.08,Auto Purchase
1331,6373547,Auto,Active,67502.11,0.0442,72,1069.05,2023-08-24,609,81002.53,Auto Purchase
9403,8315067,Personal,Defaulted,15610.83,0.1102,24,727.73,2024-09-10,709,18733.0,Auto Purchase
8701,7835058,Personal,Defaulted,4600.1,0.1171,12,408.09,2021-08-29,814,5520.12,Business Expansion
7182,5552152,Mortgage,Paid,737008.32,0.057,180,6100.48,2022-04-16,847,884409.98,Home Purchase
9320,6082717,Personal,Paid,10370.88,0.1195,60,230.43,2021-06-16,759,12445.06,Education
4393,8374680,Personal,Defaulted,19225.88,0.1419,60,449.25,2023-01-30,639,23071.06,Education
3464,5180853,Auto,Active,25813.84,0.0553,72,422.11,2022-05-14,721,30976.61,Auto Purchase
7020,4759723,Mortgage,Active,430543.55,0.0309,360,1836.15,2023-08-21,786,516652.26,Auto Purchase
5746,9058784,Auto,Paid,68949.72,0.0596,48,1618.02,2021-03-15,800,82739.66,Debt Consolidation
4439,7526899,Auto,Active,36210.08,0.041,48,819.21,2021-07-31,687,43452.1,Home Purchase
9619,2647652,Auto,Defaulted,63695.97,0.0649,48,1510.25,2020-02-16,667,76435.16,Education
4108,3827486,Auto,Defaulted,26922.37,0.0779,72,469.28,2024-02-08,668,32306.84,Education
5504,7132699,Mortgage,Defaulted,392327.35,0.0372,360,1810.26,2022-05-11,717,470792.82,Education
6980,3577182,Auto,Defaulted,38686.99,0.049,60,728.3,2020-03-15,832,46424.39,Debt Consolidation
5965,7628560,Auto,Defaulted,52616.63,0.0521,36,1581.93,2023-05-28,678,63139.96,Auto Purchase
3794,9849154,Auto,Active,54962.34,0.0608,36,1674.05,2023-10-02,733,65954.81,Education
8558,8781170,Auto,Defaulted,35602.99,0.0631,72,595.27,2023-11-24,631,42723.59,Home Purchase
8247,5137868,Personal,Active,5951.01,0.123,12,529.58,2022-11-03,714,7141.21,Business Expansion
5069,7611522,Personal,Defaulted,43685.43,0.099,12,3838.61,2022-11-04,608,52422.52,Auto Purchase
9811,5941681,Mortgage,Paid,345802.56,0.0469,360,1791.38,2022-12-24,708,414963.07,Debt Consolidation
4281,4083015,Personal,Paid,27842.28,0.1047,48,712.45,2023-02-09,780,33410.74,Home Purchase
6052,8050615,Personal,Defaulted,17737.4,0.1029,24,820.87,2020-08-05,818,21284.88,Debt Consolidation
7265,5404767,Auto,Defaulted,71797.5,0.0416,72,1128.53,2019-12-27,827,86157.0,Debt Consolidation
6255,4000817,Mortgage,Paid,253571.33,0.059,360,1504.02,2022-01-16,663,304285.6,Business Expansion
9249,8088937,Mortgage,Defaulted,849208.54,0.0336,360,3747.27,2020-03-07,719,1019050.25,Business Expansion
5032,8978160,Auto,Paid,32992.97,0.0508,60,623.83,2024-08-22,844,39591.56,Home Purchase
6714,4200639,Auto,Paid,67937.77,0.0594,60,1311.53,2021-04-03,809,81525.32,Auto Purchase
9538,7286684,Personal,Defaulted,29200.69,0.1271,60,660.08,2021-09-02,602,35040.83,Debt Consolidation
6011,3425822,Mortgage,Defaulted,913547.77,0.0338,360,4041.29,2020-07-25,781,1096257.32,Home Purchase
5689,2645779,Personal,Paid,42994.05,0.1294,24,2042.8,2024-02-15,642,51592.86,Auto Purchase
1591,8427751,Mortgage,Paid,668675.33,0.0472,360,3476.05,2022-09-05,642,802410.4,Debt Consolidation
4712,9284425,Auto,Defaulted,55722.78,0.0557,60,1066.17,2020-01-22,785,66867.34,Business Expansion
3500,9262486,Personal,Active,33864.27,0.1355,60,780.08,2021-06-10,793,40637.12,Business Expansion
5081,2364330,Mortgage,Paid,621588.96,0.0567,180,5135.15,2020-05-21,768,745906.75,Business Expansion
6189,9271763,Personal,Defaulted,35387.99,0.0818,12,3081.29,2022-07-13,788,42465.59,Auto Purchase
2960,7116835,Personal,Defaulted,21712.61,0.1291,48,581.53,2020-02-07,844,26055.13,Home Purchase
1879,4790593,Personal,Paid,11515.94,0.1345,60,264.68,2021-04-29,614,13819.13,Home Purchase
1069,3447023,Mortgage,Paid,895438.73,0.0394,360,4244.05,2024-08-03,717,1074526.48,Business Expansion
8682,3696632,Personal,Active,45670.55,0.1258,12,4070.18,2022-07-29,672,54804.66,Business Expansion
2252,3761100,Auto,Defaulted,62633.59,0.0467,60,1172.53,2021-01-27,850,75160.31,Business Expansion
8239,5659304,Personal,Defaulted,24183.71,0.0927,12,2117.93,2023-05-22,670,29020.45,Auto Purchase
8246,7526333,Auto,Paid,72367.69,0.0512,36,2172.83,2020-11-26,845,86841.23,Business Expansion
9806,3480008,Auto,Paid,52099.86,0.067,72,880.76,2021-03-11,755,62519.83,Auto Purchase
7813,6345282,Auto,Paid,66994.05,0.0727,48,1612.66,2021-02-14,676,80392.86,Auto Purchase
6384,8972697,Personal,Active,48803.69,0.1055,36,1587.39,2022-03-19,705,58564.43,Business Expansion
3905,7703095,Mortgage,Paid,176018.68,0.033,360,770.88,2020-09-03,703,211222.42,Education
2727,6144218,Mortgage,Defaulted,937319.15,0.0527,360,5187.53,2020-09-25,685,1124782.98,Business Expansion
4159,4187907,Mortgage,Paid,821378.49,0.0503,180,6508.25,2020-05-24,837,985654.19,Home Purchase
6934,9353958,Mortgage,Paid,424940.66,0.0589,180,3560.69,2024-10-17,605,509928.79,Education
9665,9413034,Mortgage,Paid,507010.62,0.0451,180,3881.19,2019-12-16,627,608412.74,Auto Purchase
7103,1956676,Mortgage,Paid,169705.84,0.057,360,984.97,2024-09-18,635,203647.01,Home Purchase
5120,8962962,Auto,Active,74153.45,0.0644,36,2270.7,2022-08-02,686,88984.14,Debt Consolidation
1909,8725120,Personal,Active,45607.53,0.1339,24,2176.63,2023-05-09,714,54729.04,Education
9887,7192888,Personal,Active,22071.44,0.1236,60,494.99,2022-03-07,831,26485.73,Home Purchase
2586,2288135,Auto,Paid,30569.27,0.0556,60,584.76,2020-07-23,713,36683.12,Auto Purchase
4042,9222085,Personal,Defaulted,5150.46,0.1406,24,247.43,2021-07-13,630,6180.55,Auto Purchase
8019,9198195,Mortgage,Paid,400515.99,0.0569,360,2322.06,2023-12-05,748,480619.19,Auto Purchase
4150,4252629,Auto,Paid,59183.77,0.0574,48,1382.89,2024-09-05,745,71020.52,Auto Purchase
9837,1184526,Mortgage,Defaulted,875398.93,0.0349,180,6253.78,2020-05-25,693,1050478.72,Home Purchase
5576,7036637,Personal,Active,18055.53,0.1257,36,604.63,2021-11-03,786,21666.64,Education
5858,4401485,Personal,Defaulted,16013.9,0.1372,24,766.76,2020-05-30,824,19216.68,Education
8944,8348107,Mortgage,Active,605966.64,0.0369,180,4388.71,2023-02-20,793,727159.97,Business Expansion
4607,5124913,Mortgage,Active,592150.26,0.0373,360,2735.62,2024-11-01,755,710580.31,Debt Consolidation
6564,5584716,Personal,Active,18056.18,0.0921,36,575.95,2020-01-26,637,21667.42,Debt Consolidation
1031,3297127,Personal,Paid,27325.27,0.0896,36,868.43,2024-03-24,632,32790.32,Education
4965,4035050,Personal,Paid,45285.47,0.1439,36,1556.34,2022-12-16,663,54342.56,Debt Consolidation
5911,9053008,Auto,Defaulted,33408.06,0.0545,36,1008.03,2020-01-07,823,40089.67,Business Expansion
2113,6227153,Personal,Paid,36756.81,0.0823,12,3201.33,2021-12-20,658,44108.17,Education
3150,4822476,Auto,Defaulted,33944.94,0.0701,60,672.31,2024-01-07,833,40733.93,Home Purchase
5781,4152060,Auto,Paid,62402.07,0.0766,48,1513.48,2023-11-19,826,74882.48,Home Purchase
5552,1186493,Mortgage,Paid,165280.33,0.0547,360,935.33,2024-07-05,744,198336.4,Auto Purchase
8550,1013270,Mortgage,Defaulted,142268.92,0.0387,360,668.59,2021-01-14,646,170722.7,Debt Consolidation
8835,4695521,Mortgage,Defaulted,426598.03,0.0594,180,3586.06,2022-05-26,846,511917.64,Education
3352,1893848,Mortgage,Paid,852144.66,0.0366,180,6159.01,2024-07-27,778,1022573.59,Home Purchase
8257,2186757,Auto,Defaulted,31389.26,0.0451,72,498.42,2023-03-25,679,37667.11,Auto Purchase
3391,6396419,Auto,Paid,70809.34,0.0461,60,1323.64,2024-08-26,668,84971.21,Debt Consolidation
6560,4608636,Auto,Defaulted,55203.38,0.0527,48,1278.06,2023-06-22,849,66244.06,Home Purchase
9840,5765439,Mortgage,Paid,633365.35,0.0439,360,3167.91,2021-02-19,640,760038.42,Auto Purchase
4522,5812444,Mortgage,Paid,973397.86,0.0599,360,5829.76,2023-06-27,816,1168077.43,Debt Consolidation
1228,1064140,Auto,Paid,19260.93,0.0475,60,361.28,2024-03-19,738,23113.12,Education
4153,5817459,Auto,Paid,64812.55,0.0713,48,1555.93,2021-09-07,694,77775.06,Debt Consolidation
7754,7124992,Auto,Paid,27192.36,0.0403,48,614.34,2023-12-22,661,32630.83,Auto Purchase
4967,6811259,Mortgage,Defaulted,306251.43,0.0475,360,1597.55,2022-02-20,681,367501.72,Education
3410,7705172,Auto,Defaulted,46544.83,0.0465,72,742.07,2020-03-14,644,55853.8,Home Purchase
6991,3744535,Personal,Paid,10662.65,0.1475,12,961.14,2023-05-31,717,12795.18,Debt Consolidation
7491,3050498,Mortgage,Defaulted,708422.32,0.0505,180,5620.63,2022-01-23,616,850106.78,Home Purchase
4652,7680977,Personal,Defaulted,48842.11,0.1017,12,4297.86,2023-04-13,784,58610.53,Debt Consolidation
7957,4629615,Personal,Defaulted,31746.93,0.0872,60,654.71,2024-04-07,704,38096.32,Education
3478,6915338,Auto,Defaulted,40731.04,0.0622,48,960.68,2020-09-28,662,48877.25,Auto Purchase
9590,3891956,Personal,Paid,43495.73,0.1059,12,3835.91,2021-03-19,648,52194.88,Debt Consolidation
6331,8913125,Personal,Active,40290.78,0.0975,60,851.11,2024-06-17,613,48348.94,Home Purchase
4157,9817804,Auto,Paid,24975.05,0.0522,72,404.78,2019-12-18,677,29970.06,Debt Consolidation
4099,7687717,Auto,Paid,16270.85,0.0509,36,488.31,2020-11-24,679,19525.02,Education
6379,8712425,Personal,Paid,27902.45,0.124,36,932.1,2022-03-11,624,33482.94,Home Purchase
